"requestId","browseNodeId","numberOfResultAskedFor","resultAid"
"cb40ddff-3284-4583-8bbd-274eaad9524f","",0,"[""AIDK3I522001"",""AIDNW29B1001"",""AIDSHX212001"",""AIDR06Y81001"",""AIDV20471001"",""AIDDR4271001"",""AID80Y212001""]"
